country_code,year,gdp_growth
MNA,2022,4.32972249891917
MNA,2021,4.33216201656492
MNA,2020,-2.63476856206411
MNA,2019,1.39233381379324
MNA,2018,2.10017249362863
MNA,2017,3.40363074392963
MNA,2016,5.56693551530638
MNA,2015,1.11209373505632
TMN,2024,2.41973722378488
TMN,2023,2.90736899917957
TMN,2022,4.33155082949985
TMN,2021,4.3128229659946
TMN,2020,-2.56591730467834
TMN,2019,1.39256894290483
TMN,2018,2.10715733011398
TMN,2017,3.4198181339446
TMN,2016,5.54085474867692
TMN,2015,1.09198112085784
MIC,2024,4.38303528532211
MIC,2023,4.88060310294016
MIC,2022,4.00728998415607
MIC,2021,7.46158157346058
MIC,2020,-1.12103096286306
MIC,2019,4.17222345719388
MIC,2018,5.01977524585533
MIC,2017,5.3794397561883
MIC,2016,4.79383614545681
MIC,2015,4.79323569638042
NAC,2024,2.69993075266272
NAC,2023,2.78367390829352
NAC,2022,2.64058278650343
NAC,2021,6.0466919748077
NAC,2020,-2.38862032137294
NAC,2019,2.53012511444722
NAC,2018,2.94780933880656
NAC,2017,2.50304866957114
NAC,2016,1.75713430738413
NAC,2015,2.76027570206345
OED,2024,1.80676868744595
OED,2023,1.82235680918733
OED,2022,3.09501591343316
OED,2021,5.9755204126343
OED,2020,-3.88927214744993
OED,2019,1.84575810333803
OED,2018,2.3646207330156
OED,2017,2.61694093867455
OED,2016,1.86249391596978
OED,2015,2.51027367143098
OSS,2024,2.8832579743179
OSS,2023,3.20990960730505
OSS,2022,4.35703581894087
OSS,2021,8.00516977657277
OSS,2020,-5.79748440207983
OSS,2019,4.24479955996004
OSS,2018,4.35830092725908
OSS,2017,5.06107673012673
OSS,2016,4.11091200572844
OSS,2015,3.3511007552562
PSS,2024,3.39271983855302
PSS,2023,6.92898966603425
PSS,2022,8.46598449677872
PSS,2021,-2.70502133423179
PSS,2020,-10.2494743524661
PSS,2019,1.13416567850717
PSS,2018,2.72096683103047
PSS,2017,3.9129814304377
PSS,2016,3.71614197204156
PSS,2015,4.00430128788743
PST,2024,1.79546895973735
PST,2023,1.83179267822689
PST,2022,2.79274034092423
PST,2021,5.68828382614926
PST,2020,-4.06542885568155
PST,2019,1.81429619722211
PST,2018,2.26322982357576
PST,2017,2.48507639025186
PST,2016,1.81390436287271
PST,2015,2.23434134376603
PRE,2024,3.31272809044798
PRE,2023,2.44869670150128
PRE,2022,4.67657631651602
PRE,2021,2.36174281983834
PRE,2020,-4.07689259671025
PRE,2019,3.2246807239321
PRE,2018,2.65776473209326
PRE,2017,1.6535406433002
PRE,2016,2.38522657165296
PRE,2015,3.04222828048582
SST,2024,6.12150935431906
SST,2023,5.02809903605001
SST,2022,7.43586182979632
SST,2021,7.10866076587615
SST,2020,-6.92604543465643
SST,2019,3.1161369349748
SST,2018,3.34531380330635
SST,2017,3.21452136710903
SST,2016,1.76290719160697
SST,2015,2.23701449577467
SAS,2024,6.23259967615652
SAS,2023,8.50528885307943
SAS,2022,7.10115392630797
SAS,2021,9.24659959728567
SAS,2020,-4.98750173651176
SAS,2019,4.09454306508007
SAS,2018,6.3936663253368
SAS,2017,6.78411966003432
SAS,2016,7.96912333627881
SAS,2015,7.68973935167961
TSA,2024,6.23259967615652
TSA,2023,8.50528885307943
TSA,2022,7.10115392630797
TSA,2021,9.24659959728567
TSA,2020,-4.98750173651176
TSA,2019,4.09454306508007
TSA,2018,6.3936663253368
TSA,2017,6.78411966003432
TSA,2016,7.96912333627881
TSA,2015,7.68973935167961
SSF,2024,3.59733324708964
SSF,2023,2.7159883966887
SSF,2022,4.06140756050381
SSF,2021,3.65270461847631
SSF,2020,-3.23642852363861
SSF,2019,2.60045190740452
SSF,2018,2.79599960832644
SSF,2017,2.50364867338814
SSF,2016,1.23789307986233
SSF,2015,2.93349224419013
SSA,2024,3.36470475625492
SSA,2023,2.50028576028929
SSA,2022,3.98372703715641
SSA,2021,3.54849305203753
SSA,2020,-3.68262496685315
SSA,2019,2.33076955183513
SSA,2018,2.61514307100069
SSA,2017,2.20658288443376
SSA,2016,0.914986377156993
SSA,2015,2.66333358756611
TSS,2024,3.59733324708964
TSS,2023,2.71598839668872
TSS,2022,4.0614075605038
TSS,2021,3.65270461847631
TSS,2020,-3.23642852363861
TSS,2019,2.60045190740459
TSS,2018,2.79599960832637
TSS,2017,2.50364867338814
TSS,2016,1.23789307986235
TSS,2015,2.93349224419011
WLD,2024,2.87194964204313
WLD,2023,2.9485947500487
WLD,2022,3.40305483746891
WLD,2021,6.41334961541973
WLD,2020,-2.8992231033702
WLD,2019,2.67911757479919
WLD,2018,3.27395826417856
WLD,2017,3.45183009055707
WLD,2016,2.79359207247063
WLD,2015,3.11378907834442
AFG,2023,2.26694373649188
AFG,2022,-6.24017199240269
AFG,2021,-20.7388393676343
AFG,2020,-2.35110067203466
AFG,2019,3.91160341625552
AFG,2018,1.18922812944517
AFG,2017,2.6470032027451
AFG,2016,2.26031420279821
AFG,2015,1.45131466066431
ALB,2024,4.04592845095348
ALB,2023,4.01541716935742
ALB,2022,4.8268006234359
ALB,2021,8.96957619074095
ALB,2020,-3.31375636888916
ALB,2019,2.06257790176122
ALB,2018,3.67141928098908
ALB,2017,3.28317593330073
ALB,2016,3.90893551362245
ALB,2015,2.2277040745779
DZA,2024,3.69999999907979
DZA,2023,4.10000000005964
DZA,2022,3.60000000094915
DZA,2021,3.79999999900707
DZA,2020,-4.99999999908597
DZA,2019,0.899999999219148
DZA,2018,1.40000000088281
DZA,2017,1.49999999895587
DZA,2016,3.90000000017621
DZA,2015,3.20000000089023
ASM,2022,1.73501577287065
ASM,2021,-0.782472613458523
ASM,2020,4.41176470588236
ASM,2019,-0.487804878048777
ASM,2018,2.6711185308848
ASM,2017,-6.98757763975155
ASM,2016,-1.67938931297709
ASM,2015,3.14960629921259
AND,2024,3.37182032638998
AND,2023,2.58355480961319
AND,2022,9.56461225648184
AND,2021,8.28677879049404
AND,2020,-11.1839399355384
AND,2019,2.01554763848308
AND,2018,1.58876549046354
AND,2017,0.346071889630295
AND,2016,3.70967806978986
AND,2015,1.43414039522716
AGO,2024,4.42390664406875
AGO,2023,1.26330814020108
AGO,2022,4.21600258475137
AGO,2021,2.10275251923413
AGO,2020,-4.04244724639663
AGO,2019,-0.204680245744115
AGO,2018,-0.59441122698307
AGO,2017,-0.149396225571834
AGO,2016,-1.70053036291208
AGO,2015,0.763177710914789
ATG,2024,3.65638765956977
ATG,2023,2.42736300110336
ATG,2022,9.10780623385958
ATG,2021,8.17286311186622
ATG,2020,-18.8687765208148
ATG,2019,3.1722219373937
ATG,2018,6.71200487159726
ATG,2017,2.71272657973627
ATG,2016,4.1203675438061
ATG,2015,1.42161997595372
ARG,2024,-1.34293072157739
ARG,2023,-1.85578803046339
ARG,2022,6.02074537534855
ARG,2021,10.4418119882506
ARG,2020,-9.9004848136464
ARG,2019,-2.00086100285785
ARG,2018,-2.61739646282038
ARG,2017,2.81850297775918
ARG,2016,-2.08032784377811
ARG,2015,2.73115982828944
ARM,2024,5.90000000046228
ARM,2023,8.29999999959539
ARM,2022,12.5999999997766
ARM,2021,5.80000000065645
ARM,2020,-7.19999999920631
ARM,2019,7.59999999853918
ARM,2018,5.19999999965324
ARM,2017,7.50000000164144
ARM,2016,0.199999999825991
ARM,2015,3.19999999896625
ABW,2024,6.81077669324542
ABW,2023,7.70679839650956
ABW,2022,10.6364309604414
ABW,2021,14.7306159219273
ABW,2020,-23.8979898352395
ABW,2019,1.22511225158814
ABW,2018,3.21247111920076
ABW,2017,3.49342985290626
ABW,2016,1.23433537363427
ABW,2015,3.61147995361162
AUS,2024,1.37340773365975
AUS,2023,3.58382100798981
AUS,2022,4.25304559238732
AUS,2021,2.00694844335034
AUS,2020,-0.133531904304775
AUS,2019,2.19401703622717
AUS,2018,2.87417039499501
AUS,2017,2.29331030192918
AUS,2016,2.75564065529868
AUS,2015,2.16434780647852
AUT,2024,-0.659089573171372
AUT,2023,-0.786244288594673
AUT,2022,5.33096379400371
AUT,2021,4.92309171717903
AUT,2020,-6.31825509209936
AUT,2019,1.75497619649288
AUT,2018,2.48422114080024
AUT,2017,2.27224992038207
AUT,2016,2.11721964494312
AUT,2015,1.30352331826198
AZE,2024,4.07140205008956
AZE,2023,1.35447749115767
AZE,2022,4.71468033247649
AZE,2021,5.61644027150554
AZE,2020,-4.19896065333343
AZE,2019,2.47980879185565
AZE,2018,1.50040167167313
AZE,2017,0.153614661745507
AZE,2016,-3.06359842251706
AZE,2015,1.04954641215085
BHS,2024,3.37866553336166
BHS,2023,3.04824180553773
BHS,2022,10.8779009410268
BHS,2021,17.5861390037409
BHS,2020,-20.0893664891399
BHS,2019,-0.838585871193203
BHS,2018,2.39795510823548
BHS,2017,3.3713988456489
BHS,2016,-1.15650811269629
BHS,2015,0.997411675486745
BHR,2024,2.60379670648454
BHR,2023,3.87811614845566
BHR,2022,6.18016125475185
BHR,2021,4.35004091668986
BHR,2020,-5.9113629524152
BHR,2019,2.05287774418655
BHR,2018,2.05258864979861
BHR,2017,4.95383534123657
BHR,2016,3.81499327422425
BHR,2015,2.50787205267615
BGD,2024,4.22325911250161
BGD,2023,5.77511237007889
BGD,2022,7.09982877575158
BGD,2021,6.93867912442445
BGD,2020,3.44801755122445
BGD,2019,7.88191515117722
BGD,2018,7.31941263014136
BGD,2017,6.59024999794057
BGD,2016,7.11347821270093
BGD,2015,6.55263987816197
BRB,2024,2.4822621396186
BRB,2023,2.914357359625
BRB,2022,17.2264626793379
BRB,2021,-0.0967779613221893
BRB,2020,-14.3647119341564
BRB,2019,0.227712137486577
BRB,2018,-1.2760241773002
BRB,2017,0.708386729317951
BRB,2016,1.49650622520576
BRB,2015,-1.17048018967635
BLR,2024,4.00984852465452
BLR,2023,4.12654007153881
BLR,2022,-4.65839591328999
BLR,2021,2.43886210234947
BLR,2020,-0.672742918585868
BLR,2019,1.44645548204305
BLR,2018,3.14919758275296
BLR,2017,2.53218349471909
BLR,2016,-2.5264464460425
BLR,2015,-3.82957056812593
BEL,2024,1.07045413019414
BEL,2023,1.71412195515242
BEL,2022,3.9562379757933
BEL,2021,6.25445686466593
BEL,2020,-4.7929839083518
BEL,2019,2.4428900448156
BEL,2018,1.87796847383565
BEL,2017,1.47446761556785
BEL,2016,1.19350273007754
BEL,2015,1.47416433731927
BLZ,2024,3.50466435023895
BLZ,2023,0.500127941638667
BLZ,2022,9.25051329530994
BLZ,2021,17.9899244143607
BLZ,2020,-13.5228997055506
BLZ,2019,4.25658710030072
BLZ,2018,0.822068592512508
BLZ,2017,-1.83323729057784
BLZ,2016,-0.0187414958130319
BLZ,2015,2.7602602736023
BEN,2024,7.45311566226201
BEN,2023,6.3527773854442
BEN,2022,6.25294705373625
BEN,2021,7.1554516457574
BEN,2020,3.84879240030133
BEN,2019,6.86568662848335
BEN,2018,6.69725362180888
BEN,2017,5.67156195150444
BEN,2016,3.33967342629693
BEN,2015,1.77815106030278
BMU,2024,5.97253260071749
BMU,2023,4.91721557264164
BMU,2022,6.47622571186707
BMU,2021,4.60742917109469
BMU,2020,-6.82757303480177
BMU,2019,0.307106461240664
BMU,2018,-0.432801300339307
BMU,2017,3.61141983706115
BMU,2016,-0.657206304259205
BMU,2015,0.775529699568978
BTN,2023,4.63215704523927
BTN,2022,5.21386783786224
BTN,2021,4.42136738945015
BTN,2020,-10.2183974208569
BTN,2019,5.75514851246506
BTN,2018,3.50187185732737
BTN,2017,2.08684522733067
BTN,2016,8.47594339232963
BTN,2015,6.66080128866197
BOL,2024,-1.12335595517212
BOL,2023,2.51636590154891
BOL,2022,3.74741781241461
BOL,2021,10.0290488827886
BOL,2020,-12.7194690092717
BOL,2019,1.50672102666863
BOL,2018,2.86808404814794
BOL,2017,4.19520633360403
BOL,2016,4.26392086382097
BOL,2015,4.8571871797142
BIH,2024,2.9715174617652
BIH,2023,1.99439414850893
BIH,2022,4.22681333390325
BIH,2021,7.39164256472846
BIH,2020,-3.01509335460439
BIH,2019,2.88585242083978
BIH,2018,3.82900399349064
BIH,2017,3.24409895306594
BIH,2016,3.24225822231566
BIH,2015,4.28413016137854
BWA,2024,-2.98986879467928
BWA,2023,3.20806812224438
BWA,2022,5.48601706446772
BWA,2021,11.9162724376008
BWA,2020,-8.72888243996397
BWA,2019,3.0317733945467
BWA,2018,4.18869237159223
BWA,2017,4.11437856445083
BWA,2016,7.20442475914267
BWA,2015,-4.85132507409779
BRA,2024,3.41931516597739
BRA,2023,3.24165532813583
BRA,2022,3.01669435408112
BRA,2021,4.7626043797061
BRA,2020,-3.27675879612903
BRA,2019,1.22077782271943
BRA,2018,1.78366676137003
BRA,2017,1.32286905390815
BRA,2016,-3.2759169063211
BRA,2015,-3.54576339347278
BRN,2024,4.05251709306727
BRN,2023,1.12764418162719
BRN,2022,-1.62833154515108
BRN,2021,-1.59076260099606
BRN,2020,1.1335733495246
BRN,2019,3.86884436177075
BRN,2018,0.0523710418528935
BRN,2017,1.32872661057823
BRN,2016,-2.47791771833224
BRN,2015,-0.392383749502031
BGR,2024,3.38709063847314
BGR,2023,1.68151074972904
BGR,2022,4.0838640915123
BGR,2021,7.82817232822165
BGR,2020,-3.13323303076419
BGR,2019,3.79331765354152
BGR,2018,2.33015213407045
BGR,2017,2.74592676054861
BGR,2016,3.02662841229517
BGR,2015,3.39755336780412
BFA,2024,4.79980951667159
BFA,2023,3.00027415814125
BFA,2022,1.62673258211919
BFA,2021,6.94252492572348
BFA,2020,2.01077262406221
BFA,2019,5.88920497068135
BFA,2018,6.60456906812341
BFA,2017,6.20348941121868
BFA,2016,5.95797670754024
BFA,2015,3.9212287937935
BDI,2024,4.11227376264944
BDI,2023,3.254768974261
BDI,2022,2.31770122223331
BDI,2021,3.23707479823578
BDI,2020,0.306443809481593
BDI,2019,4.45934202358784
BDI,2018,5.3422447312502
BDI,2017,3.83185756925806
BDI,2016,3.20017470604286
BDI,2015,-0.404525595204191
CPV,2024,7.24388538990945
CPV,2023,4.7947613911073
CPV,2022,15.843675684642
CPV,2021,7.03353010694514
CPV,2020,-20.8052758990735
CPV,2019,6.94782634051859
CPV,2018,3.70696458310842
CPV,2017,4.5513148102974
CPV,2016,4.28071482662371
CPV,2015,0.936026507808833
KHM,2024,5.97510939607335
KHM,2023,5.00733043811898
KHM,2022,5.12990110773977
KHM,2021,3.08984284148661
KHM,2020,-3.55572193406549
KHM,2019,7.93695013588524
KHM,2018,8.77622376224463
KHM,2017,8.07503915535979
KHM,2016,7.90550116130704
KHM,2015,7.20703472529512
CMR,2024,3.52472308052245
CMR,2023,3.34756290750219
CMR,2022,3.7367840056412
CMR,2021,3.33885747179505
CMR,2020,0.259932915907115
CMR,2019,3.47505998194981
CMR,2018,3.95551423892049
CMR,2017,3.54117654926007
CMR,2016,4.53579423678801
CMR,2015,5.66695298703932
CAN,2024,1.55479521049516
CAN,2023,1.52874550838358
CAN,2022,4.18903628100851
CAN,2021,5.95052802804381
CAN,2020,-5.03823343468899
CAN,2019,1.90843194590616
CAN,2018,2.74296344906655
CAN,2017,3.03383491200222
CAN,2016,1.03855092490855
CAN,2015,0.649971001734855
CYM,2023,5.8155918263088
CYM,2022,5.77566708028824
CYM,2021,4.86941655353661
CYM,2020,-4.95480732200573
CYM,2019,3.91563637725301
CYM,2018,4.26726567162505
CYM,2017,3.18404730726789
CYM,2016,3.23997361448569
CYM,2015,2.83312242670048
CAF,2024,1.49999999847535
CAF,2023,0.69996840076054
CAF,2022,0.453901876447787
CAF,2021,0.982919996264229
CAF,2020,0.899999996857062
CAF,2019,3.09999999999999
CAF,2018,3.78944359275462
CAF,2017,4.52727821346231
CAF,2016,4.75031684122342
CAF,2015,4.33712103020231
TCD,2024,4.19925854085865
TCD,2023,3.98004368401293
TCD,2022,4.12969897676332
TCD,2021,0.29344264815208
TCD,2020,-0.393646583111035
TCD,2019,5.3828220290379
TCD,2018,5.74111580758154
TCD,2017,-1.61746922760291
TCD,2016,-4.12250332670322
TCD,2015,3.30415979759636
CHI,2023,3.71500590367266
CHI,2022,5.34196140375869
CHI,2021,9.93680136985076
CHI,2020,-8.89677926591959
CHI,2019,1.57335596156342
CHI,2018,1.1222435658518
CHI,2017,1.80648131383585
CHI,2016,1.21302407657195
CHI,2015,0.374367083829384
CHL,2024,2.64431154871538
CHL,2023,0.521367977246825
CHL,2022,2.15399356192458
CHL,2021,11.3149204879049
CHL,2020,-6.14347479224092
CHL,2019,0.634367533828438
CHL,2018,3.99002947789977
CHL,2017,1.35769537343957
CHL,2016,1.753038749071
CHL,2015,2.15194249981184
CHN,2024,4.9773565917572
CHN,2023,5.41484330099675
CHN,2022,3.1341888719577
CHN,2021,8.57008513166322
CHN,2020,2.34018843078414
CHN,2019,6.06850235053705
CHN,2018,6.75671800166833
CHN,2017,6.8912663621211
CHN,2016,6.77555562837017
CHN,2015,6.97878002657477
COL,2024,1.5983315366523
COL,2023,0.712380031974334
COL,2022,7.32827729427979
COL,2021,10.8011981904878
COL,2020,-7.18591413760859
COL,2019,3.18685539245533
COL,2018,2.56432428277704
COL,2017,1.35936086788746
COL,2016,2.08738250162794
COL,2015,2.95590137527523
COM,2024,3.3381010943571
COM,2023,2.99521564038136
COM,2022,2.60301031927843
COM,2021,2.0001921183449
COM,2020,-0.195577456821965
COM,2019,1.76070164655727
COM,2018,3.64259587408398
COM,2017,3.81570211280726
COM,2016,3.32039987961315
COM,2015,1.14747399397193
COD,2024,6.12675551779212
COD,2023,8.5334898318451
COD,2022,9.31116944064918
COD,2021,6.42961005647355
COD,2020,0.775427992354622
COD,2019,0.555384294580819
COD,2018,6.07168870646615
COD,2017,4.24121047272719
COD,2016,0.393832798154563
COD,2015,6.35973756164829
COG,2024,2.57966943921721
COG,2023,1.90686426346754
COG,2022,1.47535613247133
COG,2021,1.01507036990908
COG,2020,-6.26777227963225
COG,2019,1.12447391976529
COG,2018,-2.30431780125842
COG,2017,-5.59477371915547
COG,2016,-8.68524343913786
COG,2015,0.415193061293763
CRI,2024,4.32122429646145
CRI,2023,5.11192183224598
CRI,2022,4.55149177958398
CRI,2021,7.93576224743147
CRI,2020,-4.27335432161462
CRI,2019,2.41751181762513
CRI,2018,2.6159044043379
CRI,2017,4.1576989627609
CRI,2016,4.20432325175899
CRI,2015,3.65208096802883
CIV,2024,6.01953461940062
CIV,2023,6.60000045223954
CIV,2022,6.39988362720531
CIV,2021,7.06332910205232
CIV,2020,0.699728593494228
CIV,2019,6.72137167584978
CIV,2018,4.84314605889178
CIV,2017,7.41076242592504
CIV,2016,7.17275963956332
CIV,2015,7.19494942728191
HRV,2024,3.82688702890739
HRV,2023,3.76164540703459
HRV,2022,7.29445343642668
HRV,2021,12.6322190351024
HRV,2020,-8.31086401501189
HRV,2019,3.10152683894853
HRV,2018,2.91107593407843
HRV,2017,3.28396321643012
HRV,2016,3.46646114288178
HRV,2015,2.31998692708386
CUB,2024,-1.06173273220524
CUB,2023,-1.92937123169681
CUB,2022,1.77465227724316
CUB,2021,1.25448735650322
CUB,2020,-10.9494359030206
CUB,2019,-0.163087223606624
CUB,2018,2.24794852913217
CUB,2017,1.80979178380274
CUB,2016,0.512843095700745
CUB,2015,4.4383335888395
CUW,2024,5.02690000000014
CUW,2023,4.20199999999977
CUW,2022,6.90599999999999
