country_code,year,gdp_per_capita
SLV,2015,3790.34089108162
GNQ,2015,9068.91003238645
EST,2015,17722.1557669523
SWZ,2015,3419.82276559528
ETH,2015,597.912113218663
FRO,2015,52637.1903526574
FJI,2015,5097.53106864695
FIN,2015,42560.3456767103
FRA,2015,36702.4323733379
PYF,2015,19166.9594761931
GAB,2015,7047.12654634355
GMB,2015,619.536364296461
GEO,2015,4086.6223465965
DEU,2015,41929.7549110722
GHA,2015,1722.77282833606
GRC,2015,17980.7298238137
GRL,2015,44536.3549705377
GRD,2015,8694.12438005692
GUM,2015,35165.7014644795
GTM,2015,3893.50533299068
GIN,2015,747.356966759448
GNB,2015,645.066837207039
GUY,2015,5640.41560569466
HTI,2015,1411.12684746796
HND,2015,2271.20265980349
HKG,2015,42432.1619740441
HUN,2015,12782.9412577973
ISL,2015,53505.6964079339
IND,2015,1583.99815907985
IDN,2015,3288.22269725538
IRN,2015,4952.73355532178
IRQ,2015,4440.14189252367
IRL,2015,64250.1385181257
IMN,2015,84753.5187422732
ISR,2015,36213.1041481958
ITA,2015,30639.8829751432
JAM,2015,5339.30718256806
JPN,2015,34960.6393843385
JOR,2015,4042.75678097555
KAZ,2015,10196.1226255982
KEN,2015,1489.11959777284
KIR,2015,1639.85274740652
KOR,2015,30171.7906545222
XKX,2015,3520.62850699375
KWT,2015,29882.2126495698
KGZ,2015,1105.65193844261
LAO,2015,2121.01339097363
LVA,2015,13321.9753140616
LBN,2015,7714.1099998804
LSO,2015,1121.19851342518
LBR,2015,692.590082351257
LBY,2015,7458.48917756374
LIE,2015,167187.15730982
LTU,2015,14269.8039878287
LUX,2015,105462.012584423
MAC,2015,69902.9605741233
MDG,2015,445.320069480568
MWI,2015,539.605363240686
MYS,2015,9648.6797937523
MDV,2015,9644.90655028145
MLI,2015,838.11986940103
MLT,2015,25529.6813337717
MHL,2015,3764.34426229508
MRT,2015,1554.94897871782
MUS,2015,9630.5437837507
MEX,2015,10021.2386118827
FSM,2015,2853.07643587028
MDA,2015,2749.55137054338
MCO,2015,170437.101188261
MNG,2015,3838.92126989984
MNE,2015,6421.00307345999
MAR,2015,3146.24780273438
MOZ,2015,610.563774706589
MMR,2015,1166.73305547935
NAM,2015,4774.10650865775
NRU,2015,7747.25584993607
NPL,2015,875.543635474862
NLD,2015,45793.8135434697
NCL,2015,30858.7237060533
NZL,2015,38665.3723018158
NIC,2015,2074.45620634731
NER,2015,485.662574175279
NGA,2015,2585.73360671797
MKD,2015,5262.68671928674
MNP,2015,17665.1007493109
NOR,2015,74809.9658049898
OMN,2015,18808.3077921839
